@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'géniale demander appli est nom art smartphone meilleure appli genre pense '
bien, 'Commentaire Fantastique Appli préférée '
bien, 'bonne appli Commentaire juste bug lecture vidéo genre arrive lire vidéo intégrée article étoile '
bien, 'Chromecast serait simpa avoir compatibilité regarder émissions style Faux raccord '
bien, 'bonne appli Commentaire ai trouvé informations cherchais Site complet '
bien, 'mal malgre bugs '
bien, 'Commentaire application est complète juste dommage avis commentaires films séries soient censurés modérateurs '
bien, 'est proche perfection Commentaire est corrigé remis neuf Bonne applis nouveau était temps '
bien, 'Conseille SUPer appli bande annonce sont inscris apres etoiles applu est ipad iphone ipod est lon mis android super '
bien, 'Commentaire bugs sont résolus '
neutre, 'pub Commentaire pubs ouvrent temps est insupportable ai beau fermer rouvrent sec '
bien, 'bonne appli voir films favoris vont sortir conseille '
bien, 'nouvelle appli social Commentaire potentiel appli est monstrueux beug. '
bien, 'Top énerve Commentaire sers jours noter films regarde sont nombreux modération commentaires est énervante injustifiée '
mauvais, 'News désordonnées confuses manquantes vidéos buggées Commentaire vidéos lancent plein écran anciennes vidéos ont disparu '
bien, 'Super appli Commentaire Super appli rencontré bugs est agréable Petit soucis fois salle vais films sont répertoriés appli génial riche '
neutre, 'Commentaire l appli beugue plante ferme ai galaxy s5 sais faut '
bien, 'mode paysage navigation Pas mode portrait mode vidéo rends transitions article/vidéo désagréables '
bien, 'tout Commentaire vidéos dossiers passent l l application est pensée '
mauvais, 'point Commentaire Fonctionnait Iphone est catastrophe utilise appli est incapable conserver salles préférées plante fait dure '
bien, 'dernière mise jour Commentaire mise jour octobre fonctionne mini réussi installer version avant va '
neutre, ''
bien, 'Commentaire Super appli soucis a signaler '
neutre, 'SYNCHRONISATION arrive synchroniser dernière page lue smartphone connexion réseau veux poursuivre lecture avais commencé pc tablette phone ai chapitres retards reste bloqué dernière page lue phone suis obligée avancer ai lue phone reprend pc tablette fonctionnne ai fenêtre dit êtes emplacement page avancée est voulez avancer proposition apparaît phone ayant soumis problème service client trouve solution '
mauvais, 'Déçue Ca marche galaxy tab reconnait login '
mauvais, 'Liseuse énergievore Commentaire bonne liseuse consomme batterie impossible arrêter lance démarrage appareil consomme mini batterie utilisation normale utiliser '
mauvais, 'x2 Commentaire devriez revoir copie vu est impossible connecter ouvrir p**** menu fonctionne Du coup ai donné note bas auriez corriger sérieux problème '
bien, 'Commentaire Nickel truc serait sympa serait fonction recherche trouver suite titre livre chercher longue liste livres ai acheté serait top '
bien, 'géniale application est géniale permet avoir bonne partie bibliothèque peux lire documents autres ebooks pdf restent mémoire '
bien, 'bonne appli Commentaire Fonctionne problème '
bien, 'adore Commentaire Parfait lire problème synchronisation '
bien, 'Excellente liseuse Commentaire Belle ergonomie remarquable praticité font application must have '
bien, 'Great app Commentaire can be anywhere enjoy reading Even tho rather feel a book in my hand and manually turn the pages this is as close as it gets '
bien, 'Facile utiliser portable tablette est facile remettre a lire '
mauvais, 'Nul décevant produit amazon arrive synchroniser progression lecture kindle smartphone propose page lue élevé est nul vu relis livres appli inutile pénible '
bien, 'Excellent manque avis traducteur intégré '
bien, 'Kindle amazon Commentaire ai charge marche '
mauvais, 'It keeps loosing my books Commentaire It keeps loosing my books have to re-download them every day '
bien, 'Commentaire Pluto bien achète @DALS '
mauvais, 'Commentaire fonctionne tab3 Incroyable '
bien, 'Client Excellente appli utilise Note '
mauvais, 'Nul Commentaire Nul ley livre sont anglais '
bien, 'utile Commentaire Bon application Néanmoins e-books anglais traducteur présent version tablette kindle fait défaut '
bien, 'Cool Merci créateur = '
bien, 'Bon Commentaire Super marche a merveille '
mauvais, 'Commentaire Impossible faire fonctionner tab3 '
mauvais, 'Commentaire est nul '
mauvais, 'Commentaire Crash systématique ouverture '
bien, 'Commentaire Excellent '
neutre, 'lecture contre recherche côté boutique m énerve manque choix langue '
mauvais, 'Impossible ouvrir livres Commentaire tape semble essayer charger passe '
mauvais, 'Problème rotation Commentaire écran reste figé positions aléatoires impossible changer '
bien, 'Commentaire navigation boutique améliorer '
bien, 'Commentaire adore plein livres cool rapide télécharger c super a installer hésitation merciiiiiî '
mauvais, 'Blague Commentaire est délire pouvoir changer luminosité portable ouvre livre défonce yeux luminosité foutez g***le '
bien, 'Commentaire Bonne application pratiquer l islam '
mauvais, 'Tourne vide Revoir code Tourne vide Revoir code '
neutre, 'DroidSerif est présent propose choisit application plante '
mauvais, 'allemand Inutilisable met adresse mail prétexte est domiciliée est proposé allemand moyen choisir français italien(que maîtrise '
bien, 'Super Félicitations '
mauvais, 'Commentaire Ya ke p\'tit etoile bouge '
bien, 'Commentaire aime particules venais est enlevé '
bien, 'c nul c meme c c telrfone super aitek meme c fabriker G Super appli conseille meme c francais '
neutre, 'va Commentaire est cool est varié a fond écran animer est '
neutre, 'Commentaire bien peut etre ameliorer etre ciol '
bien, 'Magnifique beau peut bouger changer couleur plien dautre '
neutre, 'Belles couleurs Commentaire aurais était avoir choix '
neutre, 'Samsung galaxy ace Commentaire kiff c dommage a 1font decrant '
bien, 'Commentaire plupar gens mettent avis avoir tester '
mauvais, 'Commentaire Nul Rien est animé petite lumière moche plan '
neutre, 'avez reçu demande compte site web ans '
neutre, 'content Commentaire disent a fonds écran a ai retouché image avoir image voulais fumée reste belle '
bien, 'Commentaire changer fond est simple faut aller paramètre fond '
bien, 'Super Cool pleins fond écran fumé est jolie a effet parallaxe '
mauvais, 'Commentaire est démodé crée est nul '
bien, 'Parfait beau bu ty foul '
bien, 'trop fond ecran conseil '
mauvais, 'jolie Jolie fonds publicités gâchent fonctions paramètres Dommage donne envie utiliser garder publicités gâchent application '
bien, 'Tres class Commentaire aime thème jolies images bonne résolution effet parallaxe énorme est dommage n ait horloge G3 part ca est nickel '
bien, 'Commentaire chic a samsung pense a petite soeur '
bien, 'animé application '
mauvais, 'nul anime plantage '
bien, 'Fond ecran animé cest couleur lecran probleme cest prend bcp place conseil voulez prendre place installer mettez fond decran désinstalle r voud laurez tjr '
bien, 'Ma-gni-fique Commentaire Jolie image belle couleur '
mauvais, 'Application Commentaire déçu '
bien, 'Commentaire Dommage ait eu étoile suis ai Samsung S fonctionne '
mauvais, 'Juste Fond écran Commentaire lumières balade '
bien, 'Excellent Commentaire Magnifique rien a dire kiff? '
bien, 'Génial bons fonds écran fumée '
bien, 'Super beau Samsung galaxie s '
bien, 'groupe écran Commentaire jolies couleur '
bien, 'Commentaire Pencer peinture bougerer mis dessu peux quanmeme '
bien, 'samsung s4 mini gens save g3 '
mauvais, 'merde Commentaire vu fond écran animé merdicimal échelle daube est sommet perdez temps télécharger vaut peine '
bien, 'Commentaire conseil aplie a tou monde est genial '
mauvais, 'nul Ya particules fond est facile a trouver internet G3 est high-tech supporte a peine truc @walid djebbar applique pique yeux &gt &lt '
mauvais, 'confirme est nul decu attendais a fumée ais eu droit a moustiques volant lol '
bien, 'Commentaire fond d écran sont beau belle couleur d effet image '
mauvais, 'Nul Font animé nul. a patricules balandent. useless moche '
bien, 'Commentaire Jolies couleurs changer couleurs aller ds paramètres fond aime application '
bien, 'Super arrive utiliser enregistrements sonnerie notifications. ai essayé changer répertoire sons notifications musique faire retrouve dedans. utilise fonction définir supprime sonnerie/notification actuelle ai vibreur silencieux '
bien, 'simple pratique Ergonomie simple accède essentiel cad enregistrer lire enregistrements bémols peut écouter enregistrements consultant autre chose son lecture met pause peut lire enregistrements lecteur audio trouvé instant '
bien, 'Commentaire passer entrevue application est géniale étais café bruits ambiants qualité enregistrement est '
bien, 'xperiaE1 Commentaire appli est sympa met étoiles l écoute enregistrement n est extraordinaire '
bien, 'Commentaire boutons pouvaient être gros aurais besoin lunettes Application fonctionnelle smartphone '
bien, 'tout Commentaire Simple efficace juste dommage ait mode édition pouvoir couper début fin morceau '
bien, 'Commentaire Cool facile utilisation Bonne qualité enregistrement '
bien, 'parfait manque juste pouvoir couper enregistrement moment soit debut milieu a fin utile '
bien, 'Avis enregistrer son est correct faudrait pouvoir modifier enregistrement exemple supprimer partie '
bien, 'Commentaire trouve appli parfaite enregistrer chante est super appli suis audition merci '
mauvais, '
bien, 'Commentaire Cool cool cool '
bien, 'adore sers souvent. Commentaire Juste petit dommage peut couper enregistrement relecture conseille '
bien, 'Nickel bonne appli utilisée enregistrement interview cours fait job ajustement automatique gain '
bien, 'etait Commentaire d autre a dire avait pasdebug bon application '
bien, 'Commentaire ai installée app voice recorder bonne qualité?? '
bien, 'demander terme qualité Commentaire est titre Juste énorme gratuit Merci développeurs '
bien, 'Cool Tres pratique tres bonne qualiter recommende appli besoin truc serieux lycee boulot '
bien, 'Géniale utilise mettre audio blog c génial '
bien, 'Arnaque ? Commentaire ai pu arnaquer parents téléphone prof EPS grâce ampli suis pris heures colle '
bien, 'Parfaite adore super simple pratique utilisation Installer avez besoin dictaphone pouvez envoyer mail réseau sociaux enregistrements '
bien, 'Parfaite Fais demande façon efficace interface simple '
bien, 'cool cool Commentaire jadore '
bien, 'Cool application fait demande est simple utilisation enregistrer régler qualité enregistrement '
bien, 'Commentaire sature enregistreurs ca meme enregistrant guitare électrique Excellent '
bien, 'Commentaire réglage auto sensibilité micro marche '
bien, 'Parfait Fonctionne c est meilleure applis j ai testé '
bien, 'Super Commentaire Cool pratique utile #Smart '
neutre, 'Carte sd Peut enregistré carte sd cas arrive '
